confFrom,confTo,pvalue
gecco,jair,0.00199920743576327
gecco,jar,4.60916187532979e-16
gecco,jmlr,1.09633027146228e-205
jmlr,gecco,8.00299423624944e-10
kbs,gecco,0.000875557626793713
gecco,nc,0.000157341296820494
gecco,neural networks,1.10203643143111e-33
neural networks,gecco,6.96104721485051e-11
gecco,pricai,0.00887868014619876
pricai,gecco,8.85897042375367e-73
gecco,prl,0
prl,gecco,7.87858501528762e-11
icann,iconip,0.00240401055193233
iconip,icann,0.0021010286158419
icra,icann,0.00510553683392442
icann,ijcnn,2.0134491923903e-85
ijcnn,icann,1.46983973070749e-10
icann,ijprai,0.00428215423169814
jair,icann,0.00198777485871593
jetai,icann,0.00275150404884267
kbs,icann,0.00993249723206177
naacl,icann,0.000159077771948606
icann,natural language engineering,0.0014587757707715
natural language engineering,icann,0.000262140810533875
icann,pricai,0.0010108267194819
pricai,icann,1.2739495519896e-31
prl,icann,0.00515957437748074
taslp,icann,1.27002720280962e-46
icann,uai,3.0752494402722e-05
icaps,icra,1.58270585157196e-14
icaps,jair,0.00757789543609497
jmlr,icaps,6.68036144974862e-16
kbs,icaps,1.16899485562381e-160
icaps,pricai,1.31071104637631e-17
icb,iccv,2.59890600901749e-177
iccv,icb,4.41770085297826e-05
icb,icdar,7.68761472570683e-08
icdar,icb,0.00120049215579755
icb,icpr,1.61446948994493e-300
icpr,icb,0.00424543419821987
icb,icra,9.55934300402123e-292
icra,icb,1.41826142631984e-13
icb,ieee transactions on neural networks,9.32200485917808e-180
icb,ijcv,2.71984959477484e-301
ijcv,icb,9.43491696599174e-07
icb,ijdar,1.45020561925282e-09
icb,ijprai,5.7615408676927e-06
ijprai,icb,1.18215219909812e-23
icb,jmlr,1.81872848244542e-06
jmlr,icb,2.75480810988675e-06
icb,nca,2.80038420742995e-07
icb,nips,0.00465088006902399
icb,paa,1.89614171959289e-75
icb,prl,3.25391091457292e-275
icb,tap,1.71796195454578e-05
taslp,icb,1.35526706555899e-05
iccbr,icdar,4.47710316057772e-183
iccbr,iconip,0.00203550502163418
iconip,iccbr,1.12786858944856e-137
ictai,iccbr,1.01675368951185e-05
ijcv,iccbr,2.09689242417975e-188
ijis,iccbr,0.0097456428798976
iccbr,ilp,0.000579788442048387
ilp,iccbr,0.00271465145243695
jetai,iccbr,0.000297580857031185
jmlr,iccbr,6.82097737309157e-92
iccbr,kr,0.00309839498485601
iccbr,nc,1.9005605563011e-283
nca,iccbr,1.14942076195435e-06
iccbr,paa,3.19152873907232e-172
pricai,iccbr,2.29992962339152e-05
prl,iccbr,0.00158060768744399
iccv,icdar,0.00100255603657496
icdar,iccv,0.000390041682813835
iccv,icml,3.18599855654712e-30
icml,iccv,0.000514996175831344
iccv,iconip,0.000365673703578917
iconip,iccv,3.77002924166663e-100
ictai,iccv,2.04474402282195e-44
iccv,ijar,3.90773807329988e-05
ijcv,iccv,9.25659376492279e-05
iccv,ijdar,0.000573439919378317
ijprai,iccv,1.54686934640629e-09
ilp,iccv,2.60668606754901e-251
jmlr,iccv,5.39556317613946e-73
iccv,kbs,2.90647739866862e-06
kbs,iccv,3.82927979541914e-263
iccv,naacl,0.000456411440402146
iccv,nc,6.25964115232124e-267
iccv,nca,0.000491786854536844
nca,iccv,0.0073416153691949
iccv,neural networks,0.000830282726946946
neural networks,iccv,0.00324400532557482
iccv,nips,0.000442594320550506
nips,iccv,4.32704863680455e-05
iccv,npl,0.000438561206272418
npl,iccv,0.00446085315906165
iccv,paa,0.00852288908520845
iccv,prl,0.00142301191531953
iccv,tap,1.16858252474315e-07
tap,iccv,3.5499456843352e-204
taslp,iccv,0.000679589116352043
iccv,tfs,0.00088658620414073
iccv,uai,0.00316051389619418
uai,iccv,0.00368267297821149
icdar,icml,0.00459195294591062
icpr,icdar,0.00910272786350077
ijcnn,icdar,0
ijcv,icdar,0.00710943503897537
ijdar,icdar,0.000344522284849929
icdar,ilp,0
icdar,jmlr,6.59564263860117e-05
jmlr,icdar,1.66083643816218e-08
icdar,nips,0.00103801111654801
nips,icdar,0.000487195654028177
icdar,pricai,0.00552251593362787
pricai,icdar,1.05082029317959e-15
icdar,prl,0.00391156805876796
icdar,talip,0.000460398567795596
talip,icdar,4.01079612478677e-58
icdar,taslp,1.57985626644686e-182
icdar,tfs,0.00425124285400525
icml,iconip,0.000296995267224227
iconip,icml,1.3091493123779e-57
icml,icpr,0.000216719016898513
icpr,icml,1.55570801805288e-28
icml,ijcnn,5.43168412329944e-75
icml,ijcv,1.92217395160224e-28
icml,ijdar,0.00453416921486963
icml,ijprai,7.72205477288922e-23
ijprai,icml,0.00387300541167031
jair,icml,0.00211835830449975
jar,icml,0.00352124546724758
icml,jmlr,0.000903147499827855
jmlr,icml,3.54465971909338e-13
icml,machine translation,2.56639187428671e-08
machine translation,icml,1.88407620849192e-05
icml,naacl,0.00117232053330164
naacl,icml,1.52387629892396e-14
icml,natural language engineering,0.00767249849232476
icml,nc,6.21697746092174e-08
nc,icml,1.72040657843267e-211
nca,icml,0.00463667842028232
icml,nips,9.85983173771139e-05
nips,icml,7.2579912646994e-08
icml,taslp,0.00125833938074741
taslp,icml,3.81833244544412e-43
icml,tfs,9.82763313901361e-07
tfs,icml,6.95661944816104e-70
icml,tslp,9.29753434868684e-08
icml,uai,0.00376396998739813
icpr,iconip,5.17503821073297e-59
ictai,iconip,1.96346571650723e-46
ieee transactions on neural networks,iconip,1.12587510972031e-05
ijar,iconip,1.20048291494969e-58
iconip,ijcia,2.75897107112618e-32
ijcnn,iconip,6.15888677196099e-16
iconip,ijcv,7.81360501423621e-96
ijcv,iconip,1.01009180899625e-08
iconip,ijprai,9.08612910812842e-154
ijprai,iconip,2.28098644848905e-08
iconip,jair,0.00192873742777751
jair,iconip,0.00518119252116597
jetai,iconip,0
iconip,kbs,0.00468687322835654
iconip,naacl,1.13022845288346e-08
naacl,iconip,9.44095044035613e-09
nc,iconip,1.2975403915912e-106
iconip,nca,0.00260311075533327
nca,iconip,0.00601496063617371
iconip,paa,5.09736640224212e-31
iconip,pricai,0.000895302184601362
iconip,prl,2.44799842208021e-14
talip,iconip,3.10669868044265e-110
taslp,iconip,1.33843155217053e-45
tfs,iconip,0.00127414548655243
icpr,icra,0.00024613300395422
icra,icpr,0.00439192509381198
icpr,ijar,5.04358232501031e-144
ijcai,icpr,2.43329928241871e-05
icpr,ijcia,2.22392568833707e-122
ijcnn,icpr,5.05190092324107e-76
ijcv,icpr,0.00015618344298314
ijdar,icpr,0.00503130477391929
icpr,jmlr,0.00021964472711042
jmlr,icpr,6.54294339486732e-16
kbs,icpr,7.34048728820964e-23
icpr,nc,0
icpr,prl,0.000221129034857455
prl,icpr,0.00166876394274285
icpr,talip,5.6565932268773e-09
tap,icpr,0.00993375171486404
icpr,taslp,0.00397456394038551
taslp,icpr,3.70963293204997e-45
uai,icpr,0.000278885606680366
ictai,icra,0.00134525185032954
ijar,icra,2.7232157098385e-43
icra,ijcai,8.57376568647149e-88
icra,ijcnn,7.23333322445192e-14
ijcnn,icra,3.17166488582e-205
icra,ijis,0.0047446779534175
ijprai,icra,8.16918226545587e-44
icra,ilp,2.24207711583136e-13
ilp,icra,1.13834706043975e-178
jetai,icra,0.00017920544461076
icra,kbs,0.0023051066559469
icra,naacl,1.92524796972189e-32
naacl,icra,5.01124646132072e-114
icra,nc,2.74430152974432e-06
nc,icra,4.82977984770507e-219
nips,icra,0.00461083891627086
icra,paa,0.00919692381666972
icra,pricai,5.49569988244193e-06
pricai,icra,1.66770344249874e-05
icra,prl,0.00268616669661056
prl,icra,1.06363496761596e-20
tap,icra,4.73616723135819e-08
icra,taslp,5.48133118643503e-06
taslp,icra,5.65127701107654e-12
tfs,icra,0.00508071100413759
ictai,ijcv,3.9898510842256e-43
ijcv,ictai,0.00175496659841133
ijdar,ictai,1.24963672231113e-16
ictai,ilp,0.0015190574262427
ictai,jetai,8.18866671712868e-05
jetai,ictai,3.88394596638692e-42
ictai,jmlr,0.000985718609209981
jmlr,ictai,8.2428607968561e-05
ictai,kr,0.000166804853914076
kr,ictai,0.00201489723778302
ictai,machine translation,0.000272136514236324
ictai,naacl,1.27001378403126e-43
nca,ictai,3.39710072865747e-77
ictai,npl,6.97941132520317e-16
ictai,paa,5.18586660013158e-122
pricai,ictai,5.07606660279815e-08
ictai,prl,0.00839191588341789
ijcv,ida,6.59105986329715e-62
naacl,ida,6.22075696267624e-16
ida,nc,1.15943730697525e-57
nc,ida,1.27314728838247e-05
ida,taslp,8.14223225863711e-13
taslp,ida,2.88447156456643e-45
ieee transactions on affective computing,tap,1.50843461322292e-50
ieee transactions on neural networks,ijcai,3.30893671400095e-05
ieee transactions on neural networks,ijcia,0.00152117816022905
ijcnn,ieee transactions on neural networks,0.00900745836743683
ieee transactions on neural networks,ijdar,0.00134373712978567
ijis,ieee transactions on neural networks,0.00202609873733078
jetai,ieee transactions on neural networks,0.00517650912661327
ieee transactions on neural networks,kbs,0.00197380273713571
kbs,ieee transactions on neural networks,0.0024593438883437
ieee transactions on neural networks,naacl,1.70627674526297e-09
naacl,ieee transactions on neural networks,8.29547178845328e-07
ieee transactions on neural networks,natural language engineering,2.34211339605424e-06
pricai,ieee transactions on neural networks,4.27666820318722e-30
ieee transactions on neural networks,taslp,0.00394431207141295
taslp,ieee transactions on neural networks,6.37017575006311e-45
ieee transactions on neural networks,tslp,0.00222020677639826
ieee transactions on neural networks,uai,0.00178912431074341
uai,ieee transactions on neural networks,0.00770958495060071
ieee transactions on neural networks,wias,9.2866449521759e-16
ijar,ijprai,3.12858106098544e-31
ijprai,ijar,3.17662182124767e-22
ijar,ilp,1.34637590224896e-05
ilp,ijar,1.16450515660786e-149
jair,ijar,7.02391258578771e-05
ijar,jmlr,2.13254771943577e-10
jmlr,ijar,1.34999027681162e-14
ijar,kbs,0.000735532758265188
kbs,ijar,0.000486670183443758
ijar,kr,0.00713172236108951
kr,ijar,0.00676079557153105
ksem,ijar,0.000383190472881225
ijar,nca,5.4519729608294e-44
neural networks,ijar,0.000789002528743995
ijar,nips,0.00101226077668284
npl,ijar,1.81078038013125e-06
paa,ijar,0.00607688176763722
pricai,ijar,3.60823469151574e-05
ijar,prl,2.09165005736701e-80
prl,ijar,3.2390140440005e-08
taslp,ijar,5.02699203457551e-47
wias,ijar,0.0031834998967825
ijcai,ijcia,3.96739692641563e-78
ijcnn,ijcai,0
ijcv,ijcai,4.53242556209255e-39
ilp,ijcai,0.00383932613040131
jmlr,ijcai,4.25483322589441e-117
kr,ijcai,0.00128312330534257
ijcai,machine translation,0.000749711547795517
machine translation,ijcai,4.51597782505687e-101
nc,ijcai,1.48359238247548e-134
neural networks,ijcai,0.00145748423024171
prl,ijcai,1.58654737406051e-41
tap,ijcai,3.91539222518041e-14
ijcai,taslp,0.000672229581579492
taslp,ijcai,2.27701519484606e-44
ijcai,tslp,2.91186399606685e-06
tslp,ijcai,2.01624091537075e-160
ijcai,uai,0.00297833826364211
ijis,ijcia,1.51598859900361e-06
ijcia,kbs,2.03910078986427e-121
kbs,ijcia,5.84813129487606e-05
nc,ijcia,3.75154511608451e-31
neural networks,ijcia,0.00522271124090854
ijcnn,ijprai,5.03552623183008e-215
ijcnn,jmlr,2.72775454193648e-08
jmlr,ijcnn,0.000294702711304015
ijcnn,kbs,7.17827643290281e-210
ijcnn,naacl,3.38677688174488e-209
ijcnn,nc,1.20868536780395e-06
nc,ijcnn,2.58444758975191e-119
ijcnn,nca,0.000260922883007664
ijcnn,neural networks,0.000744745411134914
ijcnn,nips,5.59064122257108e-77
npl,ijcnn,8.96770518625359e-17
ijcnn,paa,1.48095117576706e-79
ijcnn,prl,1.00523649081255e-212
ijcnn,tfs,3.84615000032209e-223
ijdar,ijcv,0.00681887794193144
ijcv,ijprai,1.06561688292796e-15
ilp,ijcv,0
ijcv,jair,0.00383043864984103
ijcv,jmlr,5.94996135176213e-08
jmlr,ijcv,5.10545229373567e-26
ijcv,kbs,1.13057110748328e-11
kbs,ijcv,8.56252262214525e-15
naacl,ijcv,0.00105830316736413
ijcv,natural language engineering,9.33843225959249e-07
ijcv,nc,0
nca,ijcv,0.00161318475847744
nips,ijcv,0.00526079483526643
ijcv,prl,3.83289726493796e-05
prl,ijcv,2.97882775780274e-83
ijcv,tap,1.69888022998554e-05
tap,ijcv,1.37960763215413e-234
ijprai,ijdar,3.5064945139905e-60
ijdar,jair,7.64199405625533e-66
ijdar,jetai,2.97047585267977e-246
ijdar,jmlr,5.09815167944239e-60
kbs,ijdar,6.83390925943131e-253
ijdar,nca,3.78780234927851e-107
nca,ijdar,0.00223956672548121
ijdar,neural networks,1.11181928282076e-15
ijdar,nips,1.53999404943824e-15
ijis,jetai,3.88188862761325e-05
ijis,jmlr,0.00590456764999414
jmlr,ijis,5.09252272175355e-11
kr,ijis,0.00472050514879869
ijis,nc,0.00118020864812005
nc,ijis,0
nca,ijis,1.13592191533997e-90
ijis,npl,9.23241719970983e-243
ijis,paa,0.00087911065243024
ijis,tfs,0.000243126196594045
tfs,ijis,0.000393380480429955
ijprai,jetai,1.44454776938746e-33
jetai,ijprai,1.42075258119652e-245
ijprai,jmlr,0.000155295326422322
jmlr,ijprai,2.92617168918107e-252
ijprai,kbs,0.000125426313269963
kbs,ijprai,0
ijprai,nca,4.49751103612117e-46
nca,ijprai,0.000844826107695629
ijprai,prl,0.00453793532244558
prl,ijprai,2.19643799949177e-06
ijprai,tfs,1.2048216190933e-24
ilp,jair,0.00923960041126407
jmlr,ilp,0.00195911502739157
naacl,ilp,1.12850538281031e-137
natural language engineering,ilp,5.25992881041795e-292
ilp,neural networks,0.000311690368242624
ilp,pricai,8.27731962114906e-06
ilp,prl,1.59153658255499e-08
prl,ilp,1.82367104561309e-08
uai,ilp,1.57783558750682e-05
jmlr,jair,0.00672759012968517
jair,kbs,0.00683927254438392
jair,naacl,0.000509170492818502
naacl,jair,0.00207605144408152
jair,paa,0.00261459075827034
talip,jair,1.24364700675593e-75
tap,jair,6.9420482554019e-77
jair,taslp,8.54944604164331e-08
taslp,jair,1.17133183049719e-46
jair,tslp,9.84788505376514e-14
tslp,jair,6.97502133832187e-18
jar,kr,0.00390994721105437
pricai,jar,0.00302530069779623
jmlr,jetai,1.55299310465597e-86
kr,jetai,0.00629943409148104
jetai,machine translation,5.9707074029092e-06
machine translation,jetai,6.24912352485698e-175
nca,jetai,1.88094017823935e-13
jetai,prl,0.000624229824981239
tfs,jetai,1.5175483185673e-124
jetai,uai,0.00235262513936222
uai,jetai,1.07307301886525e-43
jmlr,kbs,3.23349866129146e-164
jmlr,kr,3.68412341017686e-207
kr,jmlr,0.00126097770338271
jmlr,machine translation,7.99692380601118e-06
machine translation,jmlr,1.05338404586748e-303
jmlr,naacl,1.24357119296137e-61
jmlr,natural language engineering,9.06384877798235e-79
jmlr,nc,0.00209470447165802
nc,jmlr,2.40840098779331e-259
jmlr,nca,1.10246150708844e-44
jmlr,neural networks,7.83014521706378e-10
neural networks,jmlr,4.49897686149178e-10
jmlr,pricai,0.00411371233612212
jmlr,prl,4.06646615254347e-165
jmlr,talip,0.000922974809472123
talip,jmlr,3.01916437489613e-19
jmlr,taslp,0.00201502025300065
taslp,jmlr,3.08450048093183e-44
jmlr,tfs,1.03793606729394e-13
jmlr,tslp,6.11187902751607e-07
tslp,jmlr,9.63385722331429e-166
jmlr,wias,0.00143637575891771
kbs,machine translation,5.95648837574108e-09
kbs,naacl,2.83907870602555e-05
naacl,kbs,5.23616405826858e-06
kbs,natural language engineering,0.00485554946078152
kbs,nc,0.00287187110477383
nc,kbs,5.09816310351451e-212
kbs,nca,1.68470889028478e-44
npl,kbs,0.00511363445648843
kbs,prl,0.00015726678219707
talip,kbs,2.28609827513301e-05
kbs,taslp,6.11629159096978e-139
kbs,tfs,6.98980068535386e-05
uai,kbs,9.57365335618021e-12
wias,kbs,2.30949832213536e-16
nips,kr,3.64207042730855e-09
kr,pricai,6.60832529373424e-05
pricai,ksem,6.67954486405466e-65
ksem,prl,5.55234668985765e-05
machine translation,natural language engineering,0.0076830755030806
machine translation,talip,0.000606651966673324
talip,machine translation,5.452862260058e-163
taslp,machine translation,8.81736484704792e-46
machine translation,tslp,1.49921983860774e-30
tslp,machine translation,0.000775745249991885
naacl,natural language engineering,0.00191650547451842
naacl,neural networks,6.40849185060161e-05
naacl,nips,0.004399666991112
nips,naacl,0.00617731655627937
naacl,pricai,0.00131949153619989
pricai,naacl,1.33942333082751e-15
naacl,prl,2.37438538040988e-06
naacl,talip,1.50291458791721e-05
talip,naacl,3.10802839467176e-05
taslp,naacl,3.2139768032669e-45
tfs,naacl,2.58558030894614e-289
naacl,tslp,1.97960026842128e-16
tslp,naacl,0.000136536198979625
natural language engineering,neural networks,0.00230596888877727
neural networks,natural language engineering,1.70137020565434e-115
nips,natural language engineering,9.16588330430366e-72
natural language engineering,talip,0.00467499890627194
talip,natural language engineering,9.63531569498773e-05
natural language engineering,taslp,0.000774762445627361
taslp,natural language engineering,2.62092313768912e-46
tfs,natural language engineering,4.05258192303436e-262
natural language engineering,tslp,0.00179147799814626
natural language engineering,uai,0.00697526081704349
uai,natural language engineering,3.08955632250158e-31
nc,neural networks,1.59721023894507e-136
pricai,nc,4.86593789478936e-264
nc,prl,1.94735045104995e-09
prl,nc,5.4380612494338e-06
nc,tfs,1.95064649459527e-264
nips,nca,3.14582801545555e-06
nca,paa,0.00681420088889487
nca,pricai,0.00198614244847688
pricai,neural networks,3.29484909438679e-05
neural networks,prl,0.000199933585900804
neural networks,tap,0.000117264049010828
taslp,neural networks,0.00450614571105044
neural networks,uai,0.000276281056325057
uai,neural networks,1.11036007572085e-05
pricai,nips,0.00223985742569558
tap,nips,9.80002266174161e-166
taslp,nips,7.40103582172409e-46
nips,uai,8.06082827862719e-05
uai,nips,0.00394872406321098
npl,paa,0.00525128965442406
paa,pricai,0.000623574414541565
pricai,paa,6.89634066026066e-11
taslp,paa,1.50485017831466e-47
uai,paa,0.00620926988678036
prl,pricai,0.00124754668010976
talip,pricai,1.25450792464706e-06
pricai,tfs,8.18302840836877e-06
prl,talip,1.29901069609071e-05
talip,prl,5.24637978426184e-76
tap,prl,9.60157977920096e-294
prl,taslp,0.00514957790023095
taslp,prl,1.31386241458496e-44
prl,tslp,2.25479563419869e-76
tslp,prl,0.00126206053402186
prl,uai,2.81839055183534e-15
talip,taslp,7.24822225105662e-88
taslp,talip,0.00040299904358113
talip,tfs,1.16891863310003e-214
uai,talip,6.24612722188823e-08
taslp,tfs,1.35024230313715e-92
taslp,tslp,8.7644610916829e-44
taslp,uai,4.98885374510439e-46
uai,taslp,0.00659213889935952
